,contributor,season,city,climate_zone,building_type,gender,age,height_cm,weight_kg,thermal_sensation,thermal_acceptability,clothing_insulation,metabolic_rate,mean_radiant_temperature,pmv_ce,ppd_ce,ta_l,ta,ta_h,vel_l,vel,vel_h,rh,tg_l,tg,tg_h,to,year,country,coolingsys,latitude,longitude,class,vel_m,tg_m,DFilled,EFilled,PFilled,PMVFill,source
760,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,female,35.0,165.5,61.5,-2.7,3.6,1.02,1.0,18.1,-1.5,50.84,16.3,18.1,19.8,0.1,0.1,0.1,22.0,17.0,17.0,17.0,18.1,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,17.0,0.0,0.0,25.0,0.0,CN
770,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,male,35.0,156.0,52.6,-0.2,3.2,1.02,1.0,21.1,-0.79,18.09,19.7,20.5,24.5,0.12,0.12,0.12,17.0,20.9,20.9,20.9,21.2,2012.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.12,20.9,0.0,0.0,25.0,0.0,CN
780,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,female,35.0,165.0,58.0,-0.1,3.1,1.02,1.0,21.5,-0.61,12.8,19.8,21.0,24.8,0.11,0.11,0.11,26.0,21.1,21.1,21.1,21.6,2012.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.11,21.1,0.0,0.0,25.0,0.0,CN
790,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,male,35.0,151.6,49.1,-2.3,3.0,1.02,1.0,20.2,-0.8,18.67,18.6,20.5,20.7,0.11,0.11,0.11,57.0,19.7,19.7,19.7,20.1,2012.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.11,19.7,0.0,0.0,25.0,0.0,CN
800,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,female,35.0,170.0,69.1,-0.5,2.9,1.02,1.0,18.7,-1.35,43.18,17.5,18.0,18.8,0.01,0.01,0.01,35.0,20.0,20.0,20.0,18.4,2012.0,china,Radiant floor heating,45.70667025,126.6123989962376,I,0.01,20.0,0.0,0.0,25.0,0.0,CN
810,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,female,35.0,174.0,68.3,-0.6,2.7,1.02,1.0,17.9,-1.53,52.8,17.1,17.5,18.3,0.03,0.03,0.03,32.0,18.9,18.9,18.9,17.8,2012.0,china,Radiant floor heating,45.70667025,126.6123989962376,I,0.03,18.9,0.0,0.0,25.0,0.0,CN
820,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,male,35.0,162.0,60.0,0.1,2.4,1.02,1.0,20.6,-0.91,22.62,19.6,19.6,20.6,0.01,0.01,0.01,29.0,21.4,21.4,21.4,20.2,2013.0,china,Radiant floor heating,45.70667025,126.6123989962376,I,0.01,21.4,0.0,0.0,25.0,0.0,CN
830,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,male,35.0,172.5,56.9,1.7,2.3,1.02,1.0,20.5,-0.95,24.24,19.2,19.2,20.4,0.0,0.0,0.0,31.0,21.2,21.2,21.2,20.0,2013.0,china,Radiant floor heating,45.70667025,126.6123989962376,I,0.0,21.2,0.0,0.0,25.0,0.0,CN
840,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,female,35.0,176.5,73.9,0.9,2.1,1.02,1.0,18.3,-1.23,36.94,18.2,19.8,18.8,0.02,0.02,0.02,36.0,19.2,19.2,19.2,18.7,2013.0,china,Radiant floor heating,45.70667025,126.6123989962376,I,0.02,19.2,0.0,0.0,25.0,0.0,CN
850,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,male,35.0,165.5,56.3,0.3,1.9,1.02,1.0,20.7,-0.53,10.96,21.2,22.3,21.2,0.01,0.01,0.01,40.0,21.9,21.9,21.9,21.2,2013.0,china,Radiant floor heating,45.70667025,126.6123989962376,I,0.01,21.9,0.0,0.0,25.0,0.0,CN
860,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,office,female,35.0,173.5,70.7,1.1,1.5,1.02,1.0,20.8,-0.54,11.06,21.1,22.0,21.0,0.03,0.03,0.03,44.0,21.8,21.8,21.8,21.1,2013.0,china,Radiant floor heating,45.70667025,126.6123989962376,I,0.03,21.8,0.0,0.0,25.0,0.0,CN
870,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,19.0,181.9,86.4,2.0,3.0,0.84,1.2,23.7,0.05,5.05,24.5,24.2,23.5,0.14,0.14,0.38,34.0,24.1,24.1,24.1,23.9,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.14,24.1,0.0,0.0,50.0,0.0,CN
880,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,19.0,181.9,86.4,0.0,1.0,1.16,1.2,24.1,0.28,6.59,21.5,21.8,22.3,0.15,0.11,0.15,28.0,21.9,21.9,21.9,23.0,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.11,21.9,0.0,0.0,50.0,0.0,CN
890,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,20.0,181.9,86.4,0.0,2.0,0.97,1.2,24.1,-0.19,5.73,20.7,21.0,21.5,0.15,0.26,0.11,26.0,21.1,21.1,21.1,22.6,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.26,21.1,0.0,0.0,50.0,0.0,CN
900,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,20.0,181.9,86.4,0.0,1.0,0.89,1.2,19.0,-0.72,16.04,20.4,20.5,20.5,0.11,0.1,0.09,20.0,20.5,20.5,20.5,19.7,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,20.5,0.0,0.0,50.0,0.0,CN
910,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,22.0,181.9,86.4,1.0,2.0,1.28,1.2,21.5,0.16,5.55,22.0,21.9,22.2,0.16,0.11,0.13,22.0,22.0,22.0,22.0,21.8,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.11,22.0,0.0,0.0,50.0,0.0,CN
920,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,20.0,181.9,86.4,0.0,2.0,0.84,1.2,21.7,-0.45,9.32,21.6,21.3,21.6,0.14,0.11,0.11,20.0,21.5,21.5,21.5,21.6,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.11,21.5,0.0,0.0,50.0,0.0,CN
930,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,18.0,181.9,86.4,-1.0,2.0,0.85,1.2,21.3,-0.5,10.33,21.0,21.0,21.2,0.13,0.11,0.11,24.0,21.1,21.1,21.1,21.2,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.11,21.1,0.0,0.0,50.0,0.0,CN
940,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,20.0,181.9,86.4,0.0,2.0,1.32,1.2,23.1,0.64,13.71,23.2,23.6,23.9,0.1,0.1,0.11,40.0,23.6,23.6,23.6,23.3,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,23.6,0.0,0.0,50.0,0.0,CN
950,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,18.0,181.9,86.4,0.0,2.0,0.88,1.2,23.1,0.18,5.65,23.2,23.6,23.9,0.1,0.1,0.11,40.0,23.6,23.6,23.6,23.3,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,23.6,0.0,0.0,50.0,0.0,CN
960,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,20.0,181.9,86.4,-1.0,1.0,1.09,1.2,22.9,0.26,6.37,23.4,23.5,23.7,0.13,0.13,0.1,23.0,23.5,23.5,23.5,23.2,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.13,23.5,0.0,0.0,50.0,0.0,CN
970,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,18.0,181.9,86.4,0.0,2.0,1.25,1.2,22.9,0.42,8.68,23.4,23.5,23.7,0.13,0.13,0.1,23.0,23.5,23.5,23.5,23.2,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.13,23.5,0.0,0.0,50.0,0.0,CN
980,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,18.0,181.9,86.4,2.0,2.0,0.76,1.2,22.4,-0.31,6.98,21.5,22.0,22.5,0.09,0.1,0.1,33.0,22.0,22.0,22.0,22.2,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,22.0,0.0,0.0,50.0,0.0,CN
990,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,20.0,181.9,86.4,0.0,2.0,0.9,1.2,23.0,-0.06,5.07,22.1,22.4,22.7,0.11,0.1,0.1,23.0,22.4,22.4,22.4,22.7,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,22.4,0.0,0.0,50.0,0.0,CN
1000,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,20.0,181.9,86.4,0.0,2.0,0.9,1.2,23.0,-0.06,5.07,22.1,22.4,22.7,0.11,0.1,0.1,23.0,22.4,22.4,22.4,22.7,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,22.4,0.0,0.0,50.0,0.0,CN
1010,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,19.0,181.9,86.4,0.0,2.0,1.1,1.2,24.2,0.69,15.02,24.7,24.9,24.9,0.13,0.1,0.13,43.0,24.9,24.9,24.9,24.5,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,24.9,0.0,0.0,50.0,0.0,CN
1020,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,18.0,181.9,86.4,1.0,2.0,0.88,1.2,22.7,0.17,5.61,24.3,24.0,24.0,0.11,0.11,0.11,39.0,24.1,24.1,24.1,23.4,2011.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.11,24.1,0.0,0.0,50.0,0.0,CN
1030,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,male,18.0,181.9,86.4,0.0,2.0,0.98,1.2,22.2,0.16,5.51,23.5,23.3,24.3,0.04,0.1,0.1,26.0,23.6,23.6,23.6,22.9,2010.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,23.6,0.0,0.0,50.0,0.0,CN
1040,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,19.0,181.9,86.4,0.0,2.0,1.26,1.2,21.6,0.06,5.07,21.0,20.9,20.8,0.11,0.11,0.09,19.0,20.9,20.9,20.9,21.3,2010.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.11,20.9,0.0,0.0,50.0,0.0,CN
1050,Harbin Institute of Technology,winter,"Heilongjiang,  Harbin",Severe cold zone,educational,female,18.0,181.9,86.4,0.0,2.0,0.97,1.2,22.7,0.32,7.15,25.2,24.9,24.9,0.11,0.1,0.11,27.0,25.0,25.0,25.0,23.8,2010.0,china,Radiator heating,45.70667025,126.6123989962376,I,0.1,25.0,0.0,0.0,50.0,0.0,CN
1060,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,18.0,181.0,64.0,1.0,3.0,0.73,1.0,23.0,-0.53,10.81,24.9,24.8,25.0,0.11,0.1,0.1,18.0,24.9,24.9,24.9,23.9,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,24.9,0.0,0.0,0.0,0.0,CN
1070,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,20.0,172.0,65.0,-1.0,3.0,0.53,1.0,22.0,-1.25,38.01,24.2,24.2,24.4,0.1,0.1,0.11,18.0,24.3,24.3,24.3,23.1,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,24.3,0.0,0.0,0.0,0.0,CN
1080,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,20.0,167.0,65.0,0.0,1.0,0.48,1.0,24.1,-0.79,18.24,25.6,25.5,25.6,0.12,0.11,0.1,22.0,25.6,25.6,25.6,24.8,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.11,25.6,0.0,0.0,0.0,0.0,CN
1090,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,female,21.0,158.0,50.0,0.0,1.0,1.11,1.0,20.7,-0.12,5.3,26.0,25.8,25.8,0.11,0.1,0.11,12.0,25.9,25.9,25.9,23.3,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,25.9,0.0,0.0,0.0,0.0,CN
1100,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,20.0,175.0,64.0,1.0,2.0,0.88,1.0,25.9,0.39,8.18,26.7,26.4,26.4,0.11,0.11,0.11,22.0,26.5,26.5,26.5,26.2,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.11,26.5,0.0,0.0,0.0,0.0,CN
1110,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,19.0,165.0,55.0,0.0,1.0,0.94,1.0,25.1,0.26,6.45,25.9,25.9,26.0,0.11,0.11,0.12,21.0,25.9,25.9,25.9,25.5,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.11,25.9,0.0,0.0,0.0,0.0,CN
1120,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,female,20.0,168.0,60.0,1.0,1.0,0.83,1.0,24.6,-0.12,5.3,25.6,25.3,25.0,0.14,0.13,0.11,17.0,25.3,25.3,25.3,25.0,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.13,25.3,0.0,0.0,0.0,0.0,CN
1130,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,female,20.0,162.0,55.0,0.0,1.0,1.07,1.0,24.6,0.23,6.08,25.0,25.2,25.3,0.14,0.1,0.11,17.0,25.2,25.2,25.2,24.9,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,25.2,0.0,0.0,0.0,0.0,CN
1140,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,21.0,178.0,60.0,2.0,1.0,0.88,1.0,24.6,-0.02,5.01,25.3,25.3,25.1,0.11,0.1,0.12,16.0,25.3,25.3,25.3,24.9,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,25.3,0.0,0.0,0.0,0.0,CN
1150,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,21.0,181.0,85.0,0.0,2.0,0.53,1.0,24.5,-0.74,16.5,24.8,25.0,25.2,0.15,0.1,0.1,19.0,25.0,25.0,25.0,24.7,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,25.0,0.0,0.0,0.0,0.0,CN
1160,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,19.0,175.0,63.0,1.0,2.0,0.88,1.0,24.7,-0.2,5.85,23.0,23.5,23.9,0.1,0.1,0.11,21.0,23.5,23.5,23.5,24.1,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,23.5,0.0,0.0,0.0,0.0,CN
1170,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,female,17.0,157.0,53.0,0.0,2.0,0.48,1.0,25.9,-0.42,8.69,25.6,25.8,26.0,0.1,0.11,0.1,19.0,25.8,25.8,25.8,25.9,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.11,25.8,0.0,0.0,0.0,0.0,CN
1180,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,19.0,171.0,58.0,0.0,1.0,0.53,1.0,25.9,-0.31,7.03,25.6,25.8,26.0,0.1,0.11,0.1,19.0,25.8,25.8,25.8,25.9,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.11,25.8,0.0,0.0,0.0,0.0,CN
1190,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,18.0,163.0,54.0,0.0,2.0,0.48,1.0,24.2,-0.71,15.65,25.9,25.8,25.7,0.11,0.1,0.11,20.0,25.8,25.8,25.8,25.0,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,25.8,0.0,0.0,0.0,0.0,CN
1200,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,21.0,167.0,53.0,0.0,2.0,0.53,1.0,24.2,-0.77,17.64,25.2,25.4,25.4,0.14,0.14,0.12,20.0,25.4,25.4,25.4,24.8,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.14,25.4,0.0,0.0,0.0,0.0,CN
1210,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,female,20.0,163.0,52.0,2.0,3.0,1.26,1.0,24.8,0.58,12.07,25.8,25.9,26.0,0.1,0.1,0.12,20.0,25.9,25.9,25.9,25.3,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,25.9,0.0,0.0,0.0,0.0,CN
1220,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,female,20.0,162.0,49.0,0.0,2.0,0.73,1.0,24.8,-0.16,5.53,25.1,25.4,25.6,0.11,0.1,0.1,21.0,25.4,25.4,25.4,25.1,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,25.4,0.0,0.0,0.0,0.0,CN
1230,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,22.0,165.0,52.0,2.0,2.0,0.73,1.0,24.8,0.04,5.04,26.3,26.4,26.5,0.11,0.1,0.1,25.0,26.4,26.4,26.4,25.6,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,26.4,0.0,0.0,0.0,0.0,CN
1240,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,female,19.0,160.0,41.0,1.0,1.0,1.29,1.0,24.8,0.64,13.7,25.8,26.0,26.2,0.17,0.11,0.1,24.0,26.0,26.0,26.0,25.4,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.11,26.0,0.0,0.0,0.0,0.0,CN
1250,Harbin Institute of Technology,transition,"Heilongjiang,  Harbin",Severe cold zone,educational,male,19.0,180.0,90.0,0.0,1.0,0.83,1.0,24.5,-0.03,5.02,25.7,25.6,25.6,0.11,0.1,0.1,17.0,25.6,25.6,25.6,25.1,2011.0,china,Naturally Ventilated,45.70667025,126.6123989962376,I,0.1,25.6,0.0,0.0,0.0,0.0,CN
1260,Tsinghua University,summer,Beijing,Cold zone,educational,male,35.0,181.9,86.4,0.0,1.0,0.35,1.1,24.4,-0.67,14.4,24.5,24.7,24.8,0.03,0.05,0.02,43.0,24.5,24.5,24.5,24.5,2019.0,china,Convection cooling,40.190632,116.412144,I,0.05,24.5,0.0,0.0,75.0,0.0,CN
1270,Tsinghua University,summer,Beijing,Cold zone,educational,male,35.0,170.0,64.0,0.0,1.0,0.51,1.1,23.8,-0.5,10.22,23.7,24.1,24.1,0.07,0.09,0.1,43.0,23.9,23.9,23.9,23.9,2019.0,china,Convection cooling,40.190632,116.412144,I,0.09,23.9,0.0,0.0,25.0,0.0,CN
1280,Tsinghua University,summer,Beijing,Cold zone,educational,male,35.0,168.0,65.0,0.0,2.0,0.51,1.1,23.8,-0.5,10.22,23.7,24.1,24.1,0.07,0.09,0.1,43.0,23.9,23.9,23.9,23.9,2019.0,china,Convection cooling,40.190632,116.412144,I,0.09,23.9,0.0,0.0,25.0,0.0,CN
1290,Tsinghua University,summer,Beijing,Cold zone,educational,male,35.0,178.0,72.0,-1.0,1.0,0.35,1.1,23.8,-0.92,23.0,23.7,24.1,24.1,0.07,0.09,0.1,43.0,23.9,23.9,23.9,23.9,2019.0,china,Convection cooling,40.190632,116.412144,I,0.09,23.9,0.0,0.0,25.0,0.0,CN
1300,Tsinghua University,summer,Beijing,Cold zone,educational,female,35.0,170.0,70.0,-1.0,1.0,0.38,1.1,23.2,-1.08,29.82,23.3,23.4,22.9,0.1,0.09,0.11,43.0,23.3,23.3,23.3,23.2,2019.0,china,Convection cooling,40.190632,116.412144,I,0.09,23.3,0.0,0.0,25.0,0.0,CN
1310,Tsinghua University,summer,Beijing,Cold zone,educational,male,35.0,178.0,63.0,-2.0,2.0,0.35,1.1,23.2,-1.18,34.24,23.3,23.4,22.9,0.1,0.09,0.11,43.0,23.3,23.3,23.3,23.2,2019.0,china,Convection cooling,40.190632,116.412144,I,0.09,23.3,0.0,0.0,25.0,0.0,CN
1320,Tsinghua University,summer,Beijing,Cold zone,educational,female,35.0,170.0,63.0,0.0,1.0,0.75,1.1,23.2,-0.23,6.07,23.3,23.4,22.9,0.1,0.09,0.11,43.0,23.3,23.3,23.3,23.2,2019.0,china,Convection cooling,40.190632,116.412144,I,0.09,23.3,0.0,0.0,25.0,0.0,CN
1330,Tsinghua University,summer,Beijing,Cold zone,educational,female,35.0,162.0,49.0,-2.0,2.0,0.32,1.1,24.6,-0.91,22.74,23.9,24.3,24.0,0.05,0.03,0.06,33.0,24.5,24.5,24.5,24.4,2019.0,china,Convection cooling,40.190632,116.412144,I,0.03,24.5,0.0,0.0,25.0,0.0,CN
1340,Tsinghua University,summer,Beijing,Cold zone,educational,male,35.0,170.0,55.0,-1.0,2.0,0.36,1.1,25.1,-0.51,10.56,25.1,25.4,25.2,0.05,0.05,0.08,28.0,25.2,25.2,25.2,25.2,2019.0,china,Convection cooling,40.190632,116.412144,I,0.05,25.2,0.0,0.0,25.0,0.0,CN
1350,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,178.0,70.0,2.0,1.0,0.29,1.1,24.0,-1.0,26.05,23.8,24.2,25.5,0.06,0.09,0.15,39.0,24.1,24.1,24.1,24.2,2019.0,china,Convection cooling,40.190632,116.412144,I,0.09,24.1,0.0,0.0,25.0,0.0,CN
1360,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,170.0,60.0,1.0,2.0,0.29,1.1,24.0,-1.0,26.05,23.8,24.2,25.5,0.06,0.09,0.15,39.0,24.1,24.1,24.1,24.2,2019.0,china,Convection cooling,40.190632,116.412144,I,0.09,24.1,0.0,0.0,25.0,0.0,CN
1370,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,173.0,61.5,0.0,1.0,0.31,1.1,25.7,-0.6,12.52,25.6,25.5,25.7,0.09,0.12,0.1,21.0,25.6,25.6,25.6,25.6,2019.0,china,Convection cooling,40.190632,116.412144,I,0.12,25.6,0.0,0.0,25.0,0.0,CN
1380,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,175.0,72.0,0.0,1.0,0.47,1.1,24.3,-0.58,12.22,24.1,24.3,24.5,0.0,0.0,0.0,26.0,24.3,24.3,24.3,24.3,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,24.3,0.0,0.0,25.0,0.0,CN
1390,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,167.0,57.0,-2.0,3.0,0.39,1.1,25.7,-0.3,6.91,25.6,25.5,26.0,0.0,0.0,0.0,24.0,25.7,25.7,25.7,25.7,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.7,0.0,0.0,25.0,0.0,CN
1400,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,173.0,75.0,0.0,1.0,0.39,1.1,25.7,-0.3,6.91,25.6,25.5,26.0,0.0,0.0,0.0,24.0,25.7,25.7,25.7,25.7,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.7,0.0,0.0,25.0,0.0,CN
1410,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,177.0,67.0,-1.0,1.0,0.39,1.1,25.2,-0.42,8.7,24.4,24.8,25.5,0.0,0.0,0.0,39.0,25.2,25.2,25.2,25.0,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.2,0.0,0.0,25.0,0.0,CN
1420,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,179.0,63.0,0.0,1.0,0.39,1.1,25.2,-0.42,8.7,24.4,24.8,25.5,0.0,0.0,0.0,39.0,25.2,25.2,25.2,25.0,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.2,0.0,0.0,25.0,0.0,CN
1430,Tsinghua University,transition,Beijing,Cold zone,educational,female,35.0,160.0,51.0,0.0,1.0,0.51,1.1,25.9,0.2,5.8,26.1,26.0,26.5,0.0,0.0,0.0,39.0,25.9,25.9,25.9,26.0,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.9,0.0,0.0,25.0,0.0,CN
1440,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,167.0,50.0,0.0,1.0,0.6,1.1,25.9,0.35,7.62,26.1,26.0,26.5,0.0,0.0,0.0,39.0,25.9,25.9,25.9,26.0,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.9,0.0,0.0,25.0,0.0,CN
1450,Tsinghua University,transition,Beijing,Cold zone,educational,female,35.0,167.0,56.0,0.0,1.0,0.51,1.1,25.5,0.07,5.09,25.4,25.3,26.2,0.0,0.0,0.0,44.0,25.5,25.5,25.5,25.5,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.5,0.0,0.0,25.0,0.0,CN
1460,Tsinghua University,transition,Beijing,Cold zone,educational,female,35.0,162.0,50.0,-1.0,1.0,1.64,1.1,25.5,1.25,37.83,25.4,25.3,26.2,0.0,0.0,0.0,44.0,25.5,25.5,25.5,25.5,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.5,0.0,0.0,25.0,0.0,CN
1470,Tsinghua University,transition,Beijing,Cold zone,educational,female,35.0,168.0,54.0,0.0,1.0,0.48,1.1,26.8,0.16,5.5,25.1,25.8,27.1,0.0,0.0,0.0,28.0,26.8,26.8,26.8,26.4,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,26.8,0.0,0.0,25.0,0.0,CN
1480,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,173.0,60.0,0.0,1.0,0.57,1.1,26.8,0.31,7.03,25.1,25.8,27.1,0.0,0.0,0.0,28.0,26.8,26.8,26.8,26.4,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,26.8,0.0,0.0,25.0,0.0,CN
1490,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,165.0,58.0,0.0,1.0,0.49,1.1,25.1,-0.33,7.35,24.6,24.5,25.2,0.0,0.0,0.0,26.0,25.1,25.1,25.1,24.9,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.1,0.0,0.0,25.0,0.0,CN
1500,Tsinghua University,transition,Beijing,Cold zone,educational,female,35.0,160.0,45.0,-1.0,1.0,0.35,1.1,25.1,-0.67,14.44,24.6,24.5,25.2,0.0,0.0,0.0,26.0,25.1,25.1,25.1,24.9,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.1,0.0,0.0,25.0,0.0,CN
1510,Tsinghua University,transition,Beijing,Cold zone,educational,male,35.0,178.0,70.0,0.0,1.0,0.51,1.1,25.1,-0.29,6.78,24.6,24.5,25.2,0.0,0.0,0.0,26.0,25.1,25.1,25.1,24.9,2019.0,china,Convection cooling,40.190632,116.412144,I,0.0,25.1,0.0,0.0,25.0,0.0,CN
